11111,name,category_name,subcategory,sub_subcategory,description,ingredients,long_description,weight,shipping_weight,price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Scone Mix (Buckin' Chocolate Chai),bakery,,,"AWARD WINNING!  BEST NEW PRODUCT, WORLD TEA EXPO 2011.  Available in 6 flavors, these scone mixes are so easy to make.  Just add whipped cream and 15 minutes later you will have hot, fresh scones to serve.  A variety of sweet or savory flavors for every occassion.  Makes 8 very large scones or 16 standard.  Gread addition to a gift basket!   Available in Strawberry Hibiscus, Buckin' Chocolate Chip Chai, Savory Sour Cream  & Chive, Glorious Ginger, Apple Pecan, Cranberry Earl Grey.  Pairs well with our Tea Infused Jams.  Don't forget Kitchen TLC Tea!","Enriched unbleached wheat flour, sugar, baking powder, salt, semi-sweet chocolate, hibiscus flowers, white tea.",Add heavy whipping cream.,1.50,2.00,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Scone Mix (Cranberry Earl Grey),bakery,,,"AWARD WINNING!  BEST NEW PRODUCT, WORLD TEA EXPO 2011.  Available in 6 flavors, these scone mixes are so easy to make.  Just add whipped cream and 15 minutes later you will have hot, fresh scones to serve.  A variety of sweet or savory flavors for every occassion.  Makes 8 very large scones or 16 standard.  Gread addition to a gift basket!   Available in Strawberry Hibiscus, Buckin' Chocolate Chip Chai, Savory Sour Cream  & Chive, Glorious Ginger, Apple Pecan, Cranberry Earl Grey.  Pairs well with our Tea Infused Jams.  Don't forget Kitchen TLC Tea!","Enriched unbleached wheat flour, sugar, baking powder, salt, dried cranberries, spices, organic black tea, oil of bergamot",Add heavy whipping cream.,1.50,2.00,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Scone Mix (Glorious Ginger),bakery,,,"AWARD WINNING!  BEST NEW PRODUCT, WORLD TEA EXPO 2011.  Available in 6 flavors, these scone mixes are so easy to make.  Just add whipped cream and 15 minutes later you will have hot, fresh scones to serve.  A variety of sweet or savory flavors for every occassion.  Makes 8 very large scones or 16 standard.  Gread addition to a gift basket!   Available in Strawberry Hibiscus, Buckin' Chocolate Chip Chai, Savory Sour Cream  & Chive, Glorious Ginger, Apple Pecan, Cranberry Earl Grey.  Pairs well with our Tea Infused Jams.  Don't forget Kitchen TLC Tea!","Enriched unbleached wheat flour, sugar, baking powder, salt, spices, organic black tea.",Add heavy whipping cream.,1.50,2.00,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Scone Mix (Savory Sour Cream),bakery,,,"AWARD WINNING!  BEST NEW PRODUCT, WORLD TEA EXPO 2011.  Available in 6 flavors, these scone mixes are so easy to make.  Just add whipped cream and 15 minutes later you will have hot, fresh scones to serve.  A variety of sweet or savory flavors for every occassion.  Makes 8 very large scones or 16 standard.  Gread addition to a gift basket!   Available in Strawberry Hibiscus, Buckin' Chocolate Chip Chai, Savory Sour Cream  & Chive, Glorious Ginger, Apple Pecan, Cranberry Earl Grey.  Pairs well with our Tea Infused Jams.  Don't forget Kitchen TLC Tea!","Enriched unbleached wheat flour, sugar, baking powder, salt, semi-sweet chocolate, hibiscus flowers, white tea.",Add heavy whipping cream.,1.50,2.00,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Scone Mix (Strawberry Hibiscus),bakery,,,"AWARD WINNING!  BEST NEW PRODUCT, WORLD TEA EXPO 2011.  Available in 6 flavors, these scone mixes are so easy to make.  Just add whipped cream and 15 minutes later you will have hot, fresh scones to serve.  A variety of sweet or savory flavors for every occassion.  Makes 8 very large scones or 16 standard.  Gread addition to a gift basket!   Available in Strawberry Hibiscus, Buckin' Chocolate Chip Chai, Savory Sour Cream  & Chive, Glorious Ginger, Apple Pecan, Cranberry Earl Grey.  Pairs well with our Tea Infused Jams.  Don't forget Kitchen TLC Tea!","Enriched unbleached wheat flour, sugar, baking powder, salt, strawberries, hibiscus flowers, white tea.",Add heavy whipping cream.,1.50,2.00,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Shortbread Mix (Chinese 5 Spice),bakery,,,"AWARD WINNING!  BEST NEW PRODUCT, WORLD TEA EXPO 2011.  These are the best shortbread cookies you can serve with your tea!  Simply add butter and bake fresh. You can even store dough in the refrigerator and bake as needed -- hot and fresh!  Available in 6 flavors.  You'll love them all!  Available in  Western Chai, Vanilla Orange Rooibos, Chocolate & Chili, Matcha Green Tea, Chinese 5 Spice, Lavender Bouquet.","Enriched unbleached wheat flower, sugar, salt, spices, organic black tea.","Add butter, vanilla and water.",1.00,2.00,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Shortbread Mix (Chocolate & Chili),bakery,,,"AWARD WINNING!  BEST NEW PRODUCT, WORLD TEA EXPO 2011.  These are the best shortbread cookies you can serve with your tea!  Simply add butter and bake fresh. You can even store dough in the refrigerator and bake as needed -- hot and fresh!  Available in 6 flavors.  You'll love them all!  Available in  Western Chai, Vanilla Orange Rooibos, Chocolate & Chili, Matcha Green Tea, Chinese 5 Spice, Lavender Bouquet.","Enriched unbleached wheat flour, sugar, salt, spices, organic black tea, cocoa powder, natural flavoring.","Add butter, vanilla and water.",1.00,2.00,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Shortbread Mix (Lavender Bouquet),bakery,,,"AWARD WINNING!  BEST NEW PRODUCT, WORLD TEA EXPO 2011.  These are the best shortbread cookies you can serve with your tea!  Simply add butter and bake fresh. You can even store dough in the refrigerator and bake as needed -- hot and fresh!  Available in 6 flavors.  You'll love them all!  Available in  Western Chai, Vanilla Orange Rooibos, Chocolate & Chili, Matcha Green Tea, Chinese 5 Spice, Lavender Bouquet.","Enriched unbleached wheat flour, sugar, salt, lavendar, tea.","Add butter, vanilla and water.",1.00,2.00,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Shortbread Mix (Matcha Green Tea) ,bakery,,,"AWARD WINNING!  BEST NEW PRODUCT, WORLD TEA EXPO 2011.  These are the best shortbread cookies you can serve with your tea!  Simply add butter and bake fresh. You can even store dough in the refrigerator and bake as needed -- hot and fresh!  Available in 6 flavors.  You'll love them all!  Available in  Western Chai, Vanilla Orange Rooibos, Chocolate & Chili, Matcha Green Tea, Chinese 5 Spice, Lavender Bouquet.","Enriched unbleached wheat flour, sugar, salt green match tea.","Add butter, vanilla and water.",1.00,2.00,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Shortbread Mix (Orange Vanilla),bakery,,,"AWARD WINNING!  BEST NEW PRODUCT, WORLD TEA EXPO 2011.  These are the best shortbread cookies you can serve with your tea!  Simply add butter and bake fresh. You can even store dough in the refrigerator and bake as needed -- hot and fresh!  Available in 6 flavors.  You'll love them all!  Available in  Western Chai, Vanilla Orange Rooibos, Chocolate & Chili, Matcha Green Tea, Chinese 5 Spice, Lavender Bouquet.","Enriched unbleached wheat flour, sugar, salt, organic rooibos tea, dried orange peel, natural flavor, vanilla.","Add butter, vanilla and water.",1.00,2.00,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Shortbread Mix (Western Chai) ,bakery,,,"AWARD WINNING!  BEST NEW PRODUCT, WORLD TEA EXPO 2011.  These are the best shortbread cookies you can serve with your tea!  Simply add butter and bake fresh. You can even store dough in the refrigerator and bake as needed -- hot and fresh!  Available in 6 flavors.  You'll love them all!  Available in  Western Chai, Vanilla Orange Rooibos, Chocolate & Chili, Matcha Green Tea, Chinese 5 Spice, Lavender Bouquet.","Enriched unbleached wheat flour, sugar, salt, spices, organic black tea.","Add butter, vanilla and water.",1.00,2.00,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5-piece Luxury Chocolate Collection,chocolates,,,"This 5-piece assortment of our luxurious artisian chocolates, truffles, pralines and creams is yours to enjoy (and share -- but only if you want to!).  Packaged in a beautiful clear gift box.  Includes flavor guide. (May include nut products; indicate at checkout if you have do not want nuts.)",May contain dairy and nuts,,0.50,1.00,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-piece Flower Chocolate Truffle (assorted),chocolates,,,"Six pieces of our artisian chocolate create an eye-catching and delicious ""flower.""  Enjoy petal-shaped pieces of chocolate in a variety of flavors.  Packaged in a clear windowed box for something that's as pretty to look at as it is delightful to eat.",May contain dairy and nuts,,0.50,1.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-piece Montana Whiskey Truffles & Caramels,chocolates,,,"Mind blowing truffles and caramels made with real Montana-made ROUGHSTOCK Whiskey. Don't be shy, order extras because they will be gone in an instant!  Delicious creamy truffle filling with a focus on the whiskey in one, or ooey gooey caramel whiskey sauce in the other!  6 pieces per wheel.  Features western designs (boots, spurs, CM Russell skull).",May contain dairy and nuts,,0.50,1.00,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-piece Moonshine Chocolate Collection (assorted),chocolates,,,"A wonderful collection of liquor embellished truffles. Liquor truffle flavors may include assortment of: Mango-Sake, Mojito, Key Lime Margarita, Pomegranate Martini, Pina Colada, Guava Grey Goose, Grapefruit Vodka, Irish Gream, Guiness, Cabernet, Galliano, Harvey Wallbanger, Huckleberry Martini, Cosmo, Montana Whiskey. 5pc gift assortment.",May contain dairy and nuts,,0.50,1.00,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7-piece Mountain Range Chocolate Truffles,chocolates,,,"An entire ""mountain range"" for your delight!  Seven decadent pyramid-shaped chocolates, topped with snowy MILK CHOCOLATE peaks.  As beautiful as they are delicious.   Presented in a long silver sliding box with a window.",May contain dairy and nuts,,0.75,1.00,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-piece Luxury Chocolate Truffle Gift Box,chocolates,,,"Someone will know you think they're special when they receive this deluxe assortment of chocolates.  A heart-shaped box holds 10 gourmet chocolates, such as sea salt caramel, tangerine truffle, pina colada truffle, hibiscus caramel, alderwood smoked salt truffle, lavender honey, hand-painted chocolates, heart-shaped passionfruit and more.  Perfect for your Valentine (or anytime!).  (May include nut products; indicate at checkout if you have do not want nuts.)",May contain dairy and nuts,,1.00,2.00,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20-piece Luxury Chocolate Collection ,chocolates,,,"A delightful assortment of our handmade artisan chocolates in a variety of styles and flavors.  Handcrafted truffles, pralines, creams and more using top quality, imported chocolate couverture.  A perfect gift.  With 20 pieces, there's more for you to enjoy (and share -- but only if you want to!)  Packaged in a beautiful clear gift box.  Includes flavor guide.  (May include nut products; indicate at checkout if you have do not want nuts.)",May contain dairy and nuts,,1.00,2.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Chocolate Teacups  (Chai Milk Chocolate),chocolates,,,"BEST PRODUCT FINALIST, WORLD TEA EXPO 2011.  Delightful teacup-shaped chocolate confections infused with a variety of tea flavors and presented served in a cute tea tin.  Choose from Jasmine, Earl Grey w/ Lavender, Bergamot, White Tea Rose, Chai.  One dozen chocolate teacups per windowed tin.","Milk chocolate, soya lecithin, pure vanilla, vanilla beans, vanillan, black tea, spices, natural and organic flavoring, organic coconut and olive oils",,0.50,1.00,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Chocolate Teacups  (Jasmine Dark Chocolate),chocolates,,,"BEST PRODUCT FINALIST, WORLD TEA EXPO 2011.  Delightful teacup-shaped chocolate confections infused with a variety of tea flavors and presented served in a cute tea tin.  Choose from Jasmine, Earl Grey w/ Lavender, Bergamot, White Tea Rose, Chai.  One dozen chocolate teacups per windowed tin.","Dark chocolate, soya lecithin, pure vanilla, vanilla beans, vanillan, black tea, jasmine flowers, natural and organic flavoring, organic coconut and olive oils",,0.50,1.00,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Chocolate Teacups (Earl Grey & Lavender Dark),chocolates,,,"BEST PRODUCT FINALIST, WORLD TEA EXPO 2011.  Delightful teacup-shaped chocolate confections infused with a variety of tea flavors and presented served in a cute tea tin.  Choose from Jasmine, Earl Grey w/ Lavender, Bergamot, White Tea Rose, Chai.  One dozen chocolate teacups per windowed tin.","Dark chocolate, soya lecithin, pure vanilla, vanilla beans, vanillan, Earl Grey tea, lavender, natural and organic flavoring, organic coconut and olive oils",,0.50,1.00,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tea-Infused Chocolate Teacups (White Rose White Chocolate),chocolates,,,"BEST PRODUCT FINALIST, WORLD TEA EXPO 2011.  Delightful teacup-shaped chocolate confections infused with a variety of tea flavors and presented served in a cute tea tin.  Choose from Jasmine, Earl Grey w/ Lavender, Bergamot, White Tea Rose, Chai.  One dozen chocolate teacups per windowed tin.","White chocolate, soya lecithin, pure vanilla, vanilla beans, vanillan, white tea, rose petals, natural and organic flavoring, organic coconut and olive oil",,0.50,1.00,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

